"ID","LAT","LON","STNELEV","NAME","GRELEV","POPCLS","POPSIZ","TOPO","STVEG","STLOC","OCNDIS","AIRSTN","TOWNDIS","GRVEG","POPCSS"
10160355000,36.93,6.95,7,"SKIKDA                        ",18,"U",107,"HI","xx","CO",1,"x",-9,"WARM DECIDUOUS  ","C"
10160360000,36.83,7.82,4,"ANNABA                        ",33,"U",256,"FL","xx","CO",1,"A",7,"WARM CROPS      ","C"
10160390000,36.72,3.25,25,"DAR-EL-BEIDA                  ",34,"U",1365,"FL","xx","CO",10,"A",6,"WARM CROPS      ","C"
10160395001,36.52,4.18,942,"FT. NATIONAL                  ",805,"R",-9,"MV","DE","no",-9,"x",-9,"WARM CROPS      ","A"
10160400001,36.8,5.1,230,"CAP CARBON                    ",28,"R",-9,"HI","xx","CO",1,"x",-9,"WATER           ","A"
10160402000,36.72,5.07,2,"BEJAIA                        ",121,"U",90,"HI","xx","CO",1,"A",3,"WATER           ","B"
10160403000,36.47,7.47,227,"GUELMA                        ",287,"S",47,"HI","xx","no",-9,"x",-9,"WARM CROPS      ","C"
10160419000,36.28,6.62,694,"CONSTANTINE                   ",563,"U",335,"MV","xx","no",-9,"A",7,"WARM FOR./FIELD ","B"
10160425000,36.22,1.33,143,"CHLEF                         ",242,"U",106,"HI","xx","no",-9,"A",3,"WARM CROPS      ","C"
10160425001,36.17,1.5,112,"ORLEANSVILLE                  ",219,"R",-9,"HI","DE","no",-9,"x",-9,"WARM CROPS      ","A"
10160430000,36.3,2.23,715,"MILIANA                       ",1167,"R",-9,"MV","DE","no",-9,"x",-9,"WARM DECIDUOUS  ","C"
10160444000,36.07,4.77,928,"BORDJ BOU ARR                 ",1051,"U",57,"MV","xx","no",-9,"x",-9,"WARM FOR./FIELD ","C"
10160445000,36.18,5.42,1081,"SETIF                         ",1060,"U",144,"MV","xx","no",-9,"x",-9,"WARM FOR./FIELD ","C"
10160457000,35.88,0.12,137,"MOSTAGANEM VI                 ",157,"U",102,"HI","xx","CO",4,"A",2,"WARM CROPS      ","B"
10160461000,35.7,-0.65,60,"ORAN                          ",78,"U",492,"HI","xx","CO",3,"x",-9,"WARM CROPS      ","C"
10160468000,35.55,6.18,1052,"BATNA                         ",1015,"U",85,"MV","xx","no",-9,"x",-9,"WARM DECIDUOUS  ","C"
10160475000,35.48,8.13,813,"TEBESSA                       ",818,"U",67,"MV","xx","no",-9,"A",2,"WARM FOR./FIELD ","B"
10160490000,35.6,-0.6,90,"ORAN/ES SENIA       ALGERIA   ",98,"U",492,"HI","xx","CO",10,"A",6,"WARM CROPS      ","B"
10160518000,35.3,-1.35,68,"BENI-SAF                      ",103,"R",-9,"HI","DE","CO",1,"x",-9,"WARM CROPS      ","B"
10160522000,34.82,-1.78,426,"MAGHNIA                       ",409,"R",-9,"MV","DE","no",-9,"x",-9,"WARM DECIDUOUS  ","A"
10160525000,34.8,5.73,87,"BISKRA                        ",91,"U",91,"HI","xx","no",-9,"A",3,"MED. GRAZING    ","B"
10160531000,35.02,-1.47,247,"TLEMCEN (ZENA                 ",223,"U",109,"MV","xx","CO",25,"A",20,"WARM CROPS      ","B"
10160531001,34.8,-1.3,-999,"TLEMCEN             ALGERIA   ",1037,"U",109,"MV","xx","no",-9,"x",-9,"WARM CROPS      ","A"
10160535000,34.68,3.25,1144,"DJELFA                        ",1071,"U",51,"HI","xx","no",-9,"x",-9,"MED. GRAZING    ","C"
10160536000,34.87,0.15,750,"SAIDA                         ",802,"U",62,"MV","xx","no",-9,"A",4,"MED. GRAZING    ","C"
10160540000,34.15,0.07,1000,"EL KHEITER                    ",1113,"R",-9,"FL","DE","no",-9,"x",-9,"WARM DECIDUOUS  ","B"
10160545000,33.77,2.93,765,"LAGHOUAT                      ",763,"U",59,"HI","xx","no",-9,"A",3,"HIGHLAND SHRUB  ","B"
10160545001,33.5,3.7,41,"AYATA               ALGERIA   ",771,"R",-9,"HI","DE","no",-9,"x",-9,"WARM GRASS/SHRUB","A"
10160549000,33.6,-0.3,176,"MECHERIA            ALGERIA   ",1501,"R",-9,"MV","DE","no",-9,"A",-9,"MED. GRAZING    ","A"
10160549001,35.18,-0.63,486,"SIDI-BEL-ABBAS                ",527,"U",116,"HI","xx","no",-9,"A",2,"WARM CROPS      ","C"
10160550000,33.67,1,1341,"ELBAYADH                      ",1446,"S",39,"MV","xx","no",-9,"x",-9,"HIGHLAND SHRUB  ","B"
10160550001,33.8,1,1306,"GERYVILLE           ALGERIA   ",1315,"R",-9,"MV","DE","no",-9,"x",-9,"HIGHLAND SHRUB  ","A"
10160555000,33.12,6.13,85,"TOUGGOURT                     ",106,"U",76,"FL","xx","no",-9,"x",-9,"HOT DESERT      ","B"
10160559000,33.5,6.12,63,"EL OUED                       ",107,"U",72,"FL","xx","no",-9,"A",15,"HOT DESERT      ","A"
10160560000,32.77,-0.6,1058,"AIN SEFRA                     ",1811,"R",-9,"MV","DE","no",-9,"x",-9,"WARM GRASS/SHRUB","A"
10160566000,32.38,3.82,450,"GHARDAIA                      ",454,"U",71,"HI","xx","no",-9,"A",12,"HOT DESERT      ","A"
10160571000,31.62,-2.23,773,"BECHAR                        ",781,"U",73,"HI","xx","no",-9,"x",-9,"HIGHLAND SHRUB  ","C"
10160580000,31.92,5.4,141,"OUARGLA                       ",156,"U",77,"FL","xx","no",-9,"A",6,"SAND DESERT     ","B"
10160581000,31.7,2.9,398,"HASSI-MESSOUD                 ",630,"R",-9,"FL","DE","no",-9,"A",-9,"HOT DESERT      ","A"
10160590000,30.57,2.87,397,"EL GOLEA                      ",410,"S",27,"FL","xx","no",-9,"x",-9,"SAND DESERT     ","B"
10160602000,30.13,-2.17,499,"BENI ABBES                    ",520,"R",-9,"HI","DE","no",-9,"A",-9,"SAND DESERT     ","C"
10160607000,29.25,0.28,312,"TIMIMOUN                      ",314,"S",22,"FL","xx","no",-9,"x",-9,"HOT DESERT      ","B"
10160611000,28.05,9.63,562,"IN AMENAS                     ",566,"R",-9,"HI","DE","no",-9,"A",-9,"HOT DESERT      ","A"
10160620000,27.88,-0.28,263,"ADRAR                         ",264,"S",20,"FL","xx","no",-9,"x",-9,"COOL FOR./FIELD ","C"
10160630000,27.2,2.47,293,"IN SALAH                      ",288,"S",18,"FL","xx","no",-9,"x",-9,"HOT DESERT      ","C"
10160630001,24.6,1.3,347,"OUALLEN ALGERIA               ",316,"R",-9,"HI","DE","no",-9,"A",-9,"HOT DESERT      ","A"
10160630002,27,1.1,290,"AOULEF ALGERIA                ",266,"R",-9,"FL","DE","no",-9,"A",-9,"HOT DESERT      ","C"
10160656000,27.67,-8.13,431,"TINDOUF                       ",395,"R",-9,"FL","DE","no",-9,"x",-9,"HOT DESERT      ","C"
10160670000,24.55,9.47,1054,"DJANET                        ",1067,"R",-9,"MV","DE","no",-9,"x",-9,"SAND DESERT     ","B"
10160680000,22.78,5.52,1378,"TAMANRASSET                   ",1440,"R",-9,"MV","DE","no",-9,"x",-9,"HOT DESERT      ","C"
10266104000,-5.55,12.18,20,"CABINDA                       ",1,"S",21,"FL","xx","CO",4,"A",1,"TROP. SAVANNA   ","B"
10266140001,-7.6,15,824,"CARMONA                       ",917,"R",-9,"HI","xx","no",-9,"A",-9,"TROP. SEASONAL  ","A"
10266152000,-7.4,20.82,776,"DUNDO                         ",720,"R",-9,"FL","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
10266160000,-8.85,13.23,70,"LUANDA                        ",70,"U",475,"FL","xx","CO",2,"A",2,"WATER           ","C"
10266215000,-9.55,16.37,1142,"MALANGE                       ",948,"S",32,"FL","xx","no",-9,"x",-9,"WARM FIELD WOODS","A"
10266226000,-9.65,20.4,1080,"SAURIMO (HENR                 ",999,"S",13,"FL","xx","no",-9,"x",-9,"TROP. SAVANNA   ","A"
10266240000,-10.7,13.75,5,"PORTO AMBOIM                  ",3,"R",-9,"FL","xx","CO",1,"A",-9,"COASTAL EDGES   ","B"
10266270001,-11.4,15.1,1308,"CELA                ANGO      ",1330,"R",-9,"HI","xx","no",-9,"A",-9,"WARM FIELD WOODS","A"
10266285000,-11.78,19.92,1357,"LUENA (LUSO)                  ",1313,"S",10,"FL","xx","no",-9,"x",-9,"TROPICAL DRY FOR","C"
10266305001,-12.37,13.53,3,"LOBITO                        ",2,"U",60,"FL","xx","CO",1,"A",1,"WARM CROPS      ","C"
10266318000,-12.8,15.75,1701,"HUAMBO (NOVA                  ",1695,"U",150,"HI","xx","no",-9,"A",2,"WARM CROPS      ","C"
10266325000,-12.38,16.95,1699,"BIE (SILVA PO                 ",1693,"S",20,"FL","xx","no",-9,"A",1,"TROP. SAVANNA   ","C"
10266390000,-14.93,13.57,1758,"LUBANGO (SA D                 ",1484,"S",32,"HI","xx","no",-9,"A",5,"WARM GRASS/SHRUB","B"
10266410000,-14.65,17.68,1343,"MENONGUE (SER                 ",1394,"R",-9,"FL","xx","no",-9,"A",-9,"TROPICAL DRY FOR","A"
10266422000,-15.2,12.15,45,"MOCAMEDES                     ",112,"S",12,"HI","xx","CO",3,"A",1,"HOT DESERT      ","C"
10266447000,-15.83,20.35,1088,"MAVINGA                       ",1187,"R",-9,"FL","FO","no",-9,"A",-9,"WARM GRASS/SHRUB","A"
10266460001,-17.1,15.7,1150,"PEREIRA D,ECA       ANGO      ",1095,"R",-9,"FL","xx","no",-9,"A",-9,"SUCCULENT THORNS","A"
10365306000,11.13,2.93,292,"KANDI                         ",291,"S",10,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","C"
10365319000,10.32,1.38,461,"NATITINGOU                    ",352,"R",-9,"HI","xx","no",-9,"x",-9,"WARM CROPS      ","A"
10365330000,9.35,2.62,393,"PARAKOU                       ",351,"S",22,"FL","xx","no",-9,"A",1,"TROP. SAVANNA   ","C"
10365330001,8.9,2.6,325,"TCHAOUROU DAHOMEY REP         ",284,"R",-9,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","A"
10365335000,8.03,2.47,200,"SAVE                          ",113,"R",-9,"HI","xx","no",-9,"x",-9,"WARM FOR./FIELD ","A"
10365338000,7.17,2.07,167,"BOHICON                       ",136,"R",-9,"HI","xx","no",-9,"x",-9,"WARM FOR./FIELD ","C"
10365344000,6.35,2.38,9,"COTONOU                       ",10,"U",178,"FL","xx","CO",1,"A",5,"WATER           ","B"
10468024001,-21.5,21.75,1131,"GHANZI                        ",1096,"R",-9,"FL","DE","no",-9,"A",-9,"HOT DESERT      ","A"
10468026000,-18.37,21.85,1000,"SHAKAWE                       ",920,"R",-9,"FL","DE","no",-9,"A",-9,"MARSH, SWAMP    ","C"
10468032000,-19.98,23.42,900,"MAUN                          ",917,"R",-9,"FL","DE","no",-9,"A",-9,"HOT DESERT      ","C"
10468054000,-21.22,27.5,1000,"FRANCISTOWN                   ",991,"S",22,"FL","xx","no",-9,"x",-9,"SUCCULENT THORNS","A"
10468148000,-23.08,26.8,1006,"MAHALAPYE                     ",994,"S",12,"FL","xx","no",-9,"A",1,"WARM GRASS/SHRUB","A"
10468226000,-24.02,21.88,1100,"TSHANE                        ",1142,"R",-9,"FL","DE","no",-9,"A",-9,"SAND DESERT     ","A"
10468244000,-24.67,25.92,1000,"GABORONE                      ",1017,"S",21,"HI","xx","no",-9,"x",-9,"WARM GRASS/SHRUB","C"
10468328000,-26.05,22.45,1000,"TSABONG                       ",933,"R",-9,"FL","DE","no",-9,"A",-9,"SAND DESERT     ","A"
10565501000,14.03,-0.03,277,"DORI                          ",318,"R",-9,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","C"
10565502000,13.57,-2.42,336,"OUAHIGOUYA                    ",290,"S",26,"FL","xx","no",-9,"x",-9,"TROP. SAVANNA   ","C"
10565503000,12.35,-1.52,306,"OUAGADOUGOU                   ",296,"U",173,"FL","xx","no",-9,"A",1,"TROP. SAVANNA   ","C"
10565507000,12.03,0.37,309,"FADA N'GOURMA                 ",299,"R",-9,"FL","DE","no",-9,"A",-9,"TROP. SAVANNA   ","A"
10565510000,11.17,-4.32,460,"BOBO-DIOULASS                 ",444,"U",115,"HI","xx","no",-9,"A",1,"TROP. SAVANNA   ","C"
10565516000,11.75,-2.93,271,"BOROMO                        ",294,"R",-9,"FL","xx","no",-9,"x",-9,"TROP. SAVANNA   ","A"
10565522000,10.33,-3.18,335,"GAOUA                         ",280,"R",-9,"HI","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
10664390000,-3.32,29.32,783,"BUJUMBURA                     ",880,"U",141,"MV","xx","LA",-9,"A",5,"WARM FIELD WOODS","A"
10664390001,-3.3,29.3,783,"USUMBURA                      ",809,"U",141,"MV","xx","LA",-9,"A",5,"WARM FIELD WOODS","A"
10764851000,10.45,14.25,422,"MAROUA-SALAK                  ",428,"U",67,"HI","xx","no",-9,"A",15,"WARM GRASS/SHRUB","A"
10764860000,9.33,13.38,244,"GAROUA                        ",242,"U",64,"HI","xx","no",-9,"A",3,"WARM GRASS/SHRUB","C"
10764870000,7.35,13.57,1104,"NGAOUNDERE                    ",1155,"S",39,"FL","xx","no",-9,"A",3,"TROP. SAVANNA   ","B"
10764880000,6.78,11.82,1110,"BANYO                         ",1137,"R",-9,"MV","xx","no",-9,"A",-9,"WARM FIELD WOODS","A"
10764880001,6.5,12.6,874,"TIBATI                        ",878,"R",-9,"FL","xx","LA",-9,"A",-9,"TROP. SAVANNA   ","A"
10764882000,6.53,14.37,1027,"MEIGANGA                      ",1012,"R",-9,"FL","xx","no",-9,"x",-9,"TROP. SAVANNA   ","A"
10764890000,5.72,9.28,126,"MAMFE                         ",113,"S",15,"HI","xx","no",-9,"A",5,"TROP. MONTANE   ","A"
10764893000,5.65,10.75,1210,"KOUNDJA                       ",1354,"S",33,"MV","xx","no",-9,"A",20,"WARM FIELD WOODS","A"
10764900000,5.55,12.37,1031,"YOKO                          ",791,"R",-9,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","A"
10764900001,4.7,12.4,623,"NANGA-EBOKO                   ",607,"R",-9,"HI","xx","no",-9,"x",-9,"TROP. SEASONAL  ","A"
10764901000,5.6,14.07,804,"BETARE-OYA                    ",778,"R",-9,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","A"
10764910000,4,9.73,9,"DOUALA OBS.                   ",12,"U",458,"FL","xx","CO",5,"A",1,"MARSH, SWAMP    ","C"
10764911000,4.95,9.93,821,"NKONGSAMBA                    ",956,"U",71,"MV","xx","no",-9,"A",1,"TROP. MONTANE   ","A"
10764920000,4.73,11.25,500,"BAFIA                         ",480,"R",-9,"HI","xx","no",-9,"x",-9,"TROP. MONTANE   ","A"
10764931000,4.47,14.37,656,"BATOURI                       ",631,"S",10,"FL","xx","no",-9,"x",-9,"TROP. SEASONAL  ","A"
10764931001,3.5,15.1,534,"YOKADOUMA                     ",535,"R",-9,"HI","xx","no",-9,"x",-9,"TROP. SEASONAL  ","A"
10764931002,4.6,13.7,670,"BERTOUA             CAME      ",670,"R",-9,"FL","xx","no",-9,"x",-9,"TROP. SEASONAL  ","A"
10764950000,3.83,11.52,760,"YAOUNDE                       ",757,"U",314,"HI","xx","no",-9,"A",1,"WARM FOR./FIELD ","C"
10764950001,2.9,11.2,603,"EBOLOWA                       ",617,"S",24,"HI","xx","no",-9,"A",5,"EQ. EVERGREEN   ","A"
10764950002,2.9,12,713,"SANGMELIMA          CAME      ",767,"R",-9,"HI","xx","no",-9,"x",-9,"EQ. EVERGREEN   ","A"
10764950003,3.6,10.7,399,"ESEKA                         ",201,"R",-9,"FL","xx","no",-9,"x",-9,"EQ. EVERGREEN   ","A"
10764960000,3.97,13.2,693,"ABONG-MBANG                   ",690,"R",-9,"FL","MA","no",-9,"x",-9,"WARM FOR./FIELD ","A"
10764961000,3.15,13.62,624,"LOMIE                         ",545,"R",-9,"FL","xx","no",-9,"x",-9,"TROP. SEASONAL  ","A"
10764971000,2.95,9.9,16,"KRIBI                         ",11,"S",12,"FL","xx","CO",1,"x",-9,"WATER           ","A"
10808583000,16.88,-25,63,"MINDELO                       ",97,"R",-9,"HI","xx","CO",1,"x",-9,"WATER           ","C"
10808589000,14.9,-23.52,35,"PRAIA                         ",34,"S",10,"HI","xx","CO",2,"A",1,"WATER           ","C"
10808594000,16.73,-22.95,55,"SAL                           ",63,"R",-9,"HI","xx","CO",4,"A",-9,"WATER           ","A"
10964600000,4.25,15.8,583,"BERBERATI                     ",560,"S",27,"FL","xx","no",-9,"A",1,"TROP. SEASONAL  ","C"
10964601000,5.97,15.63,1020,"BOUAR                         ",1043,"S",30,"HI","xx","no",-9,"A",2,"TROP. SAVANNA   ","A"
10964605000,5.27,17.63,674,"BOSSEMBELE                    ",675,"R",-9,"FL","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
10964610000,6.48,17.43,465,"BOSSANGOA                     ",490,"S",25,"FL","xx","no",-9,"A",1,"TROP. SAVANNA   ","A"
10964610001,6.5,18.3,458,"BOUCA CENTRAL AFRICAN REP     ",456,"R",-9,"FL","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
10964650000,4.4,18.52,366,"BANGUI                        ",557,"U",280,"HI","xx","no",-9,"A",2,"TROP. SEASONAL  ","C"
10964654000,8.4,20.65,511,"N'DELE                        ",567,"R",-9,"FL","xx","no",-9,"x",-9,"TROP. SAVANNA   ","C"
10964655000,6.53,21.98,584,"BRIA                          ",587,"S",25,"FL","xx","no",-9,"A",1,"TROP. SAVANNA   ","A"
10964656000,4.73,22.83,500,"BANGASSOU                     ",457,"S",22,"FL","xx","no",-9,"x",-9,"TROP. SEASONAL  ","C"
10964658000,10.28,22.78,464,"BIRAO                         ",467,"R",-9,"HI","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
10964659000,5.4,26.5,651,"OBO                           ",648,"R",-9,"FL","xx","no",-9,"A",-9,"TROP. SEASONAL  ","A"
10964660000,5.85,20.65,475,"BAMBARI                       ",467,"S",31,"FL","xx","no",-9,"A",10,"TROP. SAVANNA   ","A"
10964661000,6.5,23.27,602,"YALINGA                       ",593,"R",-9,"HI","xx","no",-9,"A",-9,"TROP. SEASONAL  ","A"
10964662000,5.05,21.2,449,"ALINDAO                       ",458,"R",-9,"HI","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
11064700000,12.13,15.03,295,"NDJAMENA                      ",294,"U",179,"FL","xx","no",-9,"A",2,"WARM GRASS/SHRUB","C"
11064701000,14.12,15.32,355,"MAO                           ",333,"R",-9,"FL","DE","no",-9,"x",-9,"SUCCULENT THORNS","A"
11064702000,13.43,14.73,292,"BOL-BERIM                     ",291,"R",-9,"FL","DE","LA",-9,"A",-9,"WATER           ","A"
11064705000,10.48,16.72,336,"BOUSSO                        ",298,"R",-9,"FL","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
11064706000,8.62,16.07,422,"MOUNDOU                       ",442,"S",40,"FL","xx","no",-9,"A",5,"TROP. SAVANNA   ","A"
11064708000,12.38,17.05,301,"BOKORO                        ",304,"R",-9,"FL","DE","no",-9,"A",-9,"TROP. SAVANNA   ","A"
11064709000,9.37,14.92,455,"PALA                          ",458,"R",-9,"FL","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
11064750000,9.1,18.4,365,"FORT-ARCHAMBAULT              ",304,"S",45,"FL","xx","no",-9,"A",1,"TROP. SAVANNA   ","A"
11064751000,13.22,18.32,334,"ATI                           ",329,"R",-9,"FL","DE","no",-9,"x",-9,"SUCCULENT THORNS","C"
11064753000,18,19.17,234,"FAYA                          ",313,"R",-9,"HI","DE","no",-9,"x",-9,"HOT DESERT      ","A"
11064754000,11.03,20.28,436,"AM-TIMAN                      ",431,"R",-9,"FL","MA","no",-9,"A",-9,"TROP. SAVANNA   ","C"
11064756000,13.85,20.85,549,"ABECHE                        ",564,"S",28,"HI","xx","no",-9,"A",2,"SUCCULENT THORNS","B"
11064758000,12.18,18.68,428,"MONGO                         ",573,"S",10,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","A"
11161968000,-11.58,47.28,4,"ILES GLORIEUS                 ",0,"R",-9,"FL","xx","CO",1,"A",-9,"WATER           ","A"
11161970000,-17.05,42.7,10,"ILE JUAN DE N                 ",0,"R",-9,"FL","xx","CO",1,"A",-9,"WATER           ","A"
11161972000,-22.32,40.33,13,"ILE EUROPA                    ",0,"R",-9,"FL","xx","CO",1,"A",-9,"WATER           ","A"
11167001001,-11.7,43.2,17,"MORONI/GRANDE-COMORE/         ",41,"S",12,"MV","xx","CO",1,"A",1,"WATER           ","A"
11167004000,-12.12,44.43,12,"OUANI (ANJOUA                 ",172,"R",-9,"MV","xx","CO",1,"A",-9,"WATER           ","A"
11264400000,-4.82,11.9,17,"POINTE-NOIRE                  ",7,"U",142,"FL","xx","CO",4,"A",2,"WATER           ","B"
11264401000,-4.2,12.7,330,"LOUBOMO                       ",321,"S",20,"HI","xx","no",-9,"A",1,"TROP. SAVANNA   ","C"
11264402000,-3.98,13.92,512,"MOUYONDZI                     ",321,"R",-9,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","A"
11264403000,-3.48,12.62,161,"MAKABANA                      ",141,"R",-9,"HI","xx","no",-9,"A",-9,"WARM FOR./FIELD ","A"
11264405000,-3.68,13.35,531,"SIBITI                        ",481,"R",-9,"HI","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
11264450000,-4.25,15.25,316,"BRAZZAVILLE /                 ",303,"U",299,"FL","xx","no",-9,"A",2,"WARM CROPS      ","C"
11264452000,-2.62,16.22,312,"M'POUYA                       ",290,"R",-9,"HI","xx","no",-9,"x",-9,"WARM CROPS      ","A"
11264453000,-2.53,14.77,790,"DJAMBALA                      ",856,"R",-9,"HI","xx","no",-9,"A",-9,"TROP. SAVANNA   ","A"
11264454000,-1.87,15.87,377,"GAMBOMA                       ",314,"R",-9,"FL","xx","no",-9,"A",-9,"TROP. SEASONAL  ","A"
11264456000,-0.02,15.58,379,"MAKOUA                        ",365,"R",-9,"HI","xx","no",-9,"A",-9,"WARM FIELD WOODS","A"
11264458000,1.62,16.05,352,"OUESSO                        ",357,"R",-9,"HI","xx","no",-9,"A",-9,"TROP. SEASONAL  ","A"
11264459000,1.62,18.07,326,"IMPFONDO                      ",330,"R",-9,"FL","xx","no",-9,"A",-9,"TROP. SEASONAL  ","A"
11264460000,2.07,14.13,550,"SOUANKE                       ",583,"R",-9,"FL","xx","no",-9,"x",-9,"TROP. SEASONAL  ","A"
11365528000,9.5,-7.57,421,"ODIENNE                       ",493,"R",-9,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","A"
11365536000,9.42,-5.62,381,"KORHOGO                       ",354,"S",48,"HI","xx","no",-9,"A",2,"TROP. SAVANNA   ","A"
11365536001,9.6,-5.2,325,"FERKESSEDOUGOU      IVOR      ",327,"S",25,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","B"
11365545000,8.05,-2.78,370,"BONDOUKOU                     ",377,"S",19,"HI","xx","no",-9,"x",-9,"TROP. SAVANNA   ","B"
11365548000,7.38,-7.52,340,"MAN                           ",456,"U",50,"HI","xx","no",-9,"A",5,"WARM CROPS      ","C"
11365555000,7.73,-5.07,376,"BOUAKE                        ",318,"U",173,"FL","xx","no",-9,"A",5,"TROP. SAVANNA   ","C"
11365557000,6.13,-5.95,210,"GAGNOA                        ",197,"R",-9,"FL","FO","no",-9,"A",-9,"EQ. EVERGREEN   ","B"
11365560000,6.87,-6.47,277,"DALOA                         ",263,"U",61,"FL","xx","no",-9,"A",1,"WARM FOR./FIELD ","B"
11365562000,6.65,-4.7,92,"DIMBOKRO                      ",132,"S",31,"FL","xx","no",-9,"x",-9,"TROP. SEASONAL  ","C"
11365563000,6.9,-5.35,213,"YAMOUSSOUKRO                  ",168,"U",50,"HI","xx","LA",-9,"A",15,"TROP. SEASONAL  ","A"
11365578000,5.25,-3.93,8,"ABIDJAN                       ",26,"U",686,"FL","xx","CO",1,"A",5,"COASTAL EDGES   ","C"
11365585000,5.3,-3.3,39,"ADIAKE                        ",25,"R",-9,"FL","xx","CO",3,"x",-9,"WARM FOR./FIELD ","A"
11365592000,4.42,-7.37,21,"TABOU                         ",16,"R",-9,"FL","FO","CO",1,"x",-9,"WATER           ","A"
11365594000,4.75,-6.65,30,"SAN PEDRO                     ",0,"R",-9,"FL","FO","CO",2,"A",-9,"EQ. EVERGREEN   ","C"
11365599000,4.95,-6.08,66,"SASSANDRA                     ",22,"R",-9,"FL","FO","CO",2,"x",-9,"COASTAL EDGES   ","C"
11463125000,11.55,43.15,19,"DJIBOUTI                      ",0,"U",96,"FL","xx","CO",1,"A",3,"WATER           ","C"
11562300000,31.53,25.18,6,"SALLOUM                       ",66,"R",-9,"FL","DE","CO",1,"x",-9,"WATER           ","B"
11562301001,31.6,26,23,"SIDI BARANI                   ",16,"R",-9,"FL","DE","CO",1,"x",-9,"WATER           ","A"
11562306000,31.33,27.22,28,"MERSA MATRUH                  ",14,"S",28,"FL","xx","CO",5,"A",2,"WARM GRASS/SHRUB","C"
11562315001,31.2,29.88,32,"ALEXANDRIA                    ",13,"U",2319,"FL","xx","CO",1,"x",-9,"WATER           ","C"
11562315002,31.2,29.9,32,"KOM EL NADURA       EGYPT     ",10,"U",2319,"FL","xx","CO",1,"x",-9,"WATER           ","C"
11562318000,31.2,29.95,7,"ALEXANDRIA/NO                 ",3,"U",2319,"FL","xx","CO",4,"A",1,"WATER           ","C"
11562332000,31.28,32.23,6,"PORT SAID/EL                  ",2,"U",263,"FL","xx","CO",1,"x",-9,"WATER           ","B"
11562338000,31.5,34.45,16,"GHAZZA                        ",53,"U",118,"FL","xx","CO",3,"x",-9,"MED. GRAZING    ","C"
11562366000,30.13,31.4,74,"CAIRO AIRPORT                 ",78,"U",5084,"FL","xx","no",-9,"A",3,"WARM IRRIGATED  ","C"
11562371001,30.1,31.3,33,"ABBAISSIA/CAIRO HQ  EGYPT     ",63,"U",5084,"FL","xx","no",-9,"x",-9,"WARM IRRIGATED  ","C"
11562378000,29.87,31.33,141,"HELWAN                        ",30,"U",5084,"FL","xx","no",-9,"A",2,"WARM IRRIGATED  ","C"
11562387000,28.08,30.73,40,"MINYA                         ",54,"U",146,"HI","xx","no",-9,"A",1,"WARM IRRIGATED  ","C"
11562392000,27.2,31.17,52,"ASYUT                         ",75,"U",214,"FL","xx","no",-9,"x",-9,"WARM IRRIGATED  ","C"
11562402001,26.2,32.7,74,"QENA                EGYP      ",89,"U",94,"HI","xx","no",-9,"x",-9,"WARM IRRIGATED  ","C"
11562405000,25.67,32.7,99,"LUXOR                         ",120,"U",93,"HI","xx","no",-9,"A",5,"WARM IRRIGATED  ","C"
11562414000,24.03,32.88,100,"ASWAN                         ",150,"U",144,"FL","xx","LA",-9,"x",-9,"WARM IRRIGATED  ","C"
11562416001,29.2,25.5,14,"SIWA                          ",54,"R",-9,"FL","DE","no",-9,"x",-9,"HOT DESERT      ","C"
11562420000,28.33,28.9,130,"BAHARIA                       ",152,"R",-9,"HI","DE","no",-9,"x",-9,"HOT DESERT      ","A"
11562432000,25.48,29,111,"DAKELA                        ",157,"R",-9,"HI","DE","no",-9,"x",-9,"HOT DESERT      ","C"
11562435000,25.45,30.53,73,"KHARGA                        ",85,"S",26,"HI","xx","no",-9,"A",4,"HOT DESERT      ","C"
11562440000,30.6,32.25,13,"ISMAILIA                      ",9,"U",146,"FL","xx","no",-9,"A",1,"WARM CROPS      ","C"
11562450001,29.93,32.55,3,"SUEZ                          ",6,"U",194,"FL","xx","CO",1,"x",-9,"WATER           ","C"
11562459000,28.23,32.62,14,"EL TOR                        ",51,"R",-9,"HI","xx","CO",1,"A",-9,"HOT DESERT      ","A"
